ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
720,12142.01,99.15,1,4.41,74.73,8,1.44,5.59,4.17,88.51,0,3041.87,0.491,7.73,358.67,1
867,11742.98,97.51,1,1.0,86.08,10,4.06,3.26,6.76,99.34,1,1993.26,0.445,7.32,322.26,0
433,14606.59,83.07,3,1.39,73.88,5,4.28,4.36,4.76,81.07,10,3949.88,0.102,7.29,179.13,1
554,8023.02,95.53,2,2.88,78.23,15,1.34,6.01,8.98,88.37,2,4106.9,0.4,4.4,306.31,1
488,18320.88,82.96,0,2.14,78.32,4,4.51,4.64,0.44,80.81,1,2588.88,0.329,6.39,237.01,1
919,17176.29,98.27,4,2.67,61.82,11,4.24,9.76,3.4,82.93,0,3633.8,0.138,6.86,370.15,1
374,10243.45,90.36,2,4.66,77.21,23,2.12,5.8,3.51,89.25,10,4636.29,0.473,7.13,341.76,1
628,13679.14,86.73,1,2.95,85.64,18,4.55,4.98,3.4,83.15,5,4259.24,0.41,6.18,299.72,1
208,7115.41,83.14,4,2.37,81.84,10,0.6,7.39,4.88,90.38,8,2659.59,0.158,8.8,201.1,1
866,19585.19,80.24,4,4.95,63.01,24,0.14,7.2,7.91,98.45,2,2765.9,0.486,3.24,310.3,1
446,18543.39,84.96,0,0.79,86.72,0,1.74,2.02,3.18,84.01,7,4547.51,0.15,1.5,284.68,1
406,18828.46,98.28,0,4.69,72.35,23,2.83,6.95,7.44,82.14,9,1137.49,0.282,9.66,440.51,1
625,9982.45,95.95,0,2.76,60.58,8,1.76,3.95,1.46,96.51,7,1091.25,0.164,1.55,457.73,0
549,7537.02,99.4,4,2.77,66.22,20,4.71,5.0,5.61,89.21,5,1823.18,0.16,9.13,403.7,1
864,8176.58,82.02,3,4.65,79.9,23,1.27,7.65,3.75,97.65,2,4310.49,0.487,6.51,227.86,1
578,6350.02,91.84,4,2.78,72.42,15,1.41,6.46,5.39,86.12,2,1612.85,0.329,9.27,115.24,1
565,6801.66,85.14,3,2.47,87.78,15,3.17,4.95,1.08,92.55,6,2141.12,0.204,6.08,470.13,1
194,6069.57,90.86,2,1.73,69.63,18,0.02,3.34,9.53,98.47,4,3516.27,0.411,8.39,496.8,1
119,19847.35,86.41,3,3.46,90.91,5,3.64,6.04,9.06,83.43,0,1736.97,0.45,7.49,150.81,1
459,6110.87,85.67,4,3.06,71.46,4,1.89,4.55,8.26,96.01,2,2212.47,0.467,5.73,374.25,1
999,6988.13,91.48,2,1.46,84.83,8,4.89,9.3,8.93,92.63,4,2867.65,0.473,4.27,270.06,1
926,17408.82,83.67,5,3.69,91.97,11,3.46,6.27,1.47,96.26,1,1912.44,0.462,1.03,159.41,1
666,13703.6,89.38,5,3.4,75.42,18,0.26,8.93,5.04,83.41,6,4969.65,0.356,3.26,499.24,1
668,16616.26,93.02,4,2.29,61.87,6,0.46,5.12,3.18,88.68,3,1653.78,0.237,9.57,473.29,1
452,14463.68,82.56,5,0.52,81.42,14,0.44,8.62,8.87,82.58,3,4399.75,0.47,3.48,493.04,1
259,18232.63,98.61,2,2.51,99.82,0,4.76,2.45,1.89,99.2,1,2880.4,0.149,7.77,157.56,0
107,14577.01,90.11,0,0.53,98.76,0,3.42,4.38,2.2,81.25,5,1516.49,0.168,5.58,296.77,0
405,12831.88,96.39,2,0.84,68.84,24,2.14,2.63,6.87,81.31,2,1473.94,0.274,3.78,458.31,1
385,15691.25,93.08,4,2.44,90.23,21,1.0,2.25,0.89,97.96,6,3001.18,0.213,9.92,370.06,0
272,11710.89,94.2,4,0.87,73.8,21,4.37,9.35,7.32,86.02,10,2414.08,0.346,1.42,273.84,1
333,10190.96,94.32,2,1.74,66.41,8,1.01,7.73,2.68,91.94,10,1938.41,0.462,6.24,306.68,1
122,12014.79,97.5,1,3.45,86.64,12,3.53,7.0,6.61,85.75,7,4835.76,0.296,5.15,115.44,1
647,7545.71,92.27,2,1.89,80.03,16,3.82,6.26,8.73,92.98,8,2853.52,0.322,1.69,344.61,1
935,16948.58,85.56,4,4.99,81.57,6,1.47,6.56,6.1,83.85,10,4715.24,0.269,2.93,443.89,1
722,8910.56,81.99,0,4.62,93.1,18,2.52,7.11,2.13,89.18,7,1656.0,0.383,7.25,101.12,1
503,7302.97,92.13,1,3.13,73.46,17,1.11,8.61,0.49,90.67,2,1733.86,0.14,1.97,163.99,0
478,8695.28,81.33,1,4.85,86.68,10,1.89,6.78,0.45,86.67,5,3384.11,0.119,8.21,307.2,1
377,17631.05,84.83,4,4.41,74.65,10,4.83,7.99,0.89,85.03,9,2079.5,0.357,6.63,324.39,1
228,9953.02,81.21,2,1.94,61.71,7,3.47,4.25,5.8,82.8,7,1739.75,0.314,1.91,237.34,1
639,15290.75,90.98,0,3.87,75.12,20,4.23,9.81,3.48,94.12,3,1378.74,0.263,3.58,111.17,1
610,17846.14,83.21,1,1.12,98.0,24,2.7,2.26,2.43,83.37,1,1305.08,0.234,2.23,397.44,1
106,6166.17,92.21,0,3.58,79.33,24,1.2,5.09,2.19,85.84,1,4012.67,0.121,8.18,197.17,0
474,16475.37,95.82,2,2.71,64.33,19,3.56,9.06,9.49,86.74,4,2128.65,0.372,5.8,357.83,1
350,9614.98,96.44,5,0.58,87.51,8,2.5,3.44,1.19,89.09,8,4913.68,0.269,1.03,323.66,0
253,8249.34,86.19,3,1.73,98.54,19,0.88,3.13,3.05,94.05,6,1732.48,0.278,5.89,272.34,0
733,15333.52,90.98,5,4.8,96.32,6,2.06,4.92,4.71,88.56,0,2417.79,0.457,5.35,336.12,1
573,18646.95,91.26,4,1.92,82.88,22,3.17,5.43,0.0,97.42,10,2499.63,0.395,6.79,378.02,0
671,9425.29,89.46,5,1.32,75.05,6,3.68,9.47,9.21,93.6,4,3000.61,0.188,1.31,328.9,1
742,13532.51,93.1,1,1.34,83.23,10,1.22,8.69,0.99,96.77,4,4482.54,0.363,1.32,323.01,0
984,9347.51,84.2,5,2.66,92.64,2,4.38,5.71,6.82,94.33,9,4339.08,0.153,4.14,274.43,1
823,13314.28,99.58,1,4.29,94.45,2,1.9,9.78,6.29,82.97,4,1039.83,0.178,7.2,272.01,1
658,14327.93,81.96,2,3.91,92.75,9,1.36,7.14,8.09,99.56,6,2637.02,0.386,7.0,296.39,1
